-60.80496753246753, -38.14602236652237, 62.83
-58.79093289778584, -38.37899602374357, 62.83
-56.77072971564675, -38.54967655034508, 62.83
-54.74610473022075, -38.65446506833721, 62.83
-52.71912752378358, -38.68972909864992, 62.83
-50.692212341140085, -38.65184070628414, 62.83
-48.668136293208775, -38.537221077115895, 62.83
-46.65140888376315, -38.330631866033, 62.83
-44.64577580784859, -38.03558965041318, 62.83
-42.65512975585588, -37.65221787213376, 62.83
-40.6879888818844, -37.16262626883873, 62.83
-38.74843038814875, -36.5731599236395, 62.83
-36.8445503585059, -35.877384859304854, 62.83
-34.98499637813801, -35.07035555533237, 62.83
-33.17737182142367, -34.153293395665926, 62.83
-31.42984718813176, -33.12600522570518, 62.39165954533648
-29.75496001073202, -31.9843980868033, 61.738491259775394
-28.15438158297817, -30.740678641739006, 61.078324257793426
-26.644347676991707, -29.388286323261205, 60.41090438691922
-25.227739022136767, -27.938637279021897, 60.083005872923025
-23.907568637910604, -26.40052750528941, 59.59190325935042
-22.695066458655564, -24.775988829320315, 59.29477927279668
-21.592761162257727, -23.074934219345696, 59.16098788292521
-20.598330228076854, -21.308675978952888, 59.04912826767116
-19.71420347781798, -19.484442791209382, 58.35847731740469
-18.94958401540887, -17.6069934183929, 57.65955837217932
-18.294095841436175, -15.688875578056603, 56.952116454239786
-17.74661891784735, -13.737048891131199, 56.23573026746802
-17.31351847283075, -11.756602269406113, 55.51006518167409
-16.98860843094647, -9.755684621158794, 54.774832858906386
-16.766314923921446, -7.7407461512432585, 54.02958244161012
-16.65048849215703, -5.716777034889389, 53.273863701435275
-16.639172379983233, -3.6896189813548608, 52.50730395058578
-16.724382220725374, -1.664215097007361, 51.72938379680083
-16.91047143257758, 0.3545244272237196, 50.93954471098657
-17.19558290522052, 2.361581066021608, 50.137301164842135
-17.57206888240955, 4.353547422598321, 49.32199983398398
-18.046765555392096, 6.324492653654268, 48.49296343210003
-18.614301506652126, 8.270618989020946, 47.6495524473241
-19.269236270791517, 10.18920007472122, 46.79090045087695
-20.02198621621893, 12.071573187004942, 45.916186795939154
-20.860837257010672, 13.917041865748025, 45.0245414840148
-21.786733470620597, 15.72054390710016, 44.11482459436969
-22.804770837265956, 17.473605958120327, 43.18598027943884
-23.90400750667701, 19.17688642196918, 42.23673079063168
-25.090920240451283, 20.82037033455279, 41.265613400327695
-26.35991568367158, 22.401158686112698, 40.271153388271216
-27.705776003938464, 23.917215598579574, 39.25143995711516
-29.13521918813019, 25.354667231177313, 38.204544123679696
-30.634168900456405, 26.719381467647786, 37.1281780516457
-32.20753528621426, 27.997717023556056, 36.01961659014526
-33.846136920743696, 29.191042077292497, 34.875918780433345
-35.546980502470205, 30.294075853511522, 33.69334632913519
-37.30634600648698, 31.3009046545344, 32.46780267273364
-39.11602985671837, 32.21445499165352, 31.194074900430508
-40.973918717966235, 33.025263007943856, 29.866135503327413
-42.870912786059094, 33.740053156172365, 28.476276617398117
-44.803316636552665, 34.35244467594807, 27.01506253527836
-46.76458552280084, 34.865227456718216, 25.47009582871167
-48.74795651761052, 35.28451799851429, 23.825144966889855
-50.75075765922984, 35.59841384802639, 22.057822381352903
-52.765323901866736, 35.82457070594769, 20.136004996265466
-54.78799606827938, 35.960899165551304, 18.010226193631734
-56.81487617219501, 36.00186654754292, 15.597322988026004
-58.841733909407296, 35.96220490516591, 12.735252426797599
-60.86559702835301, 35.84448126811706, 9.005292377268283
-62.883769841269725, 35.65145959595961, 0.0000021407622337623796
-62.88376984126984, 35.651459595959594, 0
-82.74972463578489, 33.3397848562342, 0
endData
20
62.83
50
-60.80496753246753, -38.14602236652237, 2.3906226551226553, -46.4612316017316, -5.7167063492063495, 42.303626984126986, -62.88376984126984, 35.651459595959594
